Tag,Text
Negative,অবৈধ ভাবে আসা ভারতীয় দেরকেও এখন থেকে না ধরে গুলি করার নির্দেশ দেওয়া উচিত বিজিবিকে
Negative,মাদারচোদের বাচ্চাদের আস্কারা দিয়ে দিয়ে মাথায় তুলেছে হাসিনা সরকার
Negative,শালারা পাকিস্তানিদের কাছ থেকে ঠাপ খাচ্ছিস আর রাগ ঝাড়ছিস আমাদের পরে
Negative,মাইরের উপর ওষধ নাই
Negative,জোওয়ান মরে পাকিস্তান সীমান্তে আর প্রাণঘাতী অস্র দিবে বাংলাদেশ সীমান্তে
Negative,আর কত বাংলাদেশি মারলে রেন্ডিয়া শান্তি পাবে
Negative,নানার বাড়ির আবদার
Negative,তোমাদের কপালের জুতা মারি
Negative,বাংলাদেশ ভারত সীমান্ত বলেই এটা করবেআর তাই তো পাক চীন সীমান্তে তাদের কুত্তার মত মারে
Negative,পখীর মত গুলী করে মার
Negative,পাক দোসরআসলে এরা নাপাক
Negative,হায়রে আবাল মিডিয়া
Negative,নারীরাই নারীদের আসল শত্রু
Negative,ভারত একটা অকৃতজ্ঞ দেশ বাংলাদেশে সল্প টেক্সে রাস্তা হাইওয়ে নদী সব ব্যবহার করেও তাদের স্বাধ মিটেনা আর সিমান্তে প্রতিদিন গুলি কাউকে না কাউকে করছেই তবুও স্বাধ মেটানা
Negative,ভারতের বিরুধে আমরা যুদ্ধ চাই
Negative,র এই রিপোর্টার হয় মাতাল উন্মাদ নয়তো ভারতের চাটা দালাল
Negative,যদি পারিতাম একটা এটম বোমা মারিতাম এই ফারাক্ক বাঁধের উপরে
Negative,এই ভিডিওটিই প্রমান করে যে বিএনপির হরতালে পুলিশই পুরিয়ে মানুষ হত্যা করেছে বি এন পি জামাতের নেতা দের ফাঁসাতে
Negative,পুলিশ এরা এখন টাকার কাঙাল দিন কে রাত বানাও এদের ওয়ান টুর বেপার আর এ তো সামান্য অভিযোগ অস্বীকার
Negative,সংখ্যালঘুদের অত্যাচারজায়গাজমি দখল করে কারাযারা রাজনৈতিক ভাবে ক্ষমতাবানপুলিশ আর আইন তো তাদের কথাই শোনে
Negative,কি আইন দেখালে মাইরিআগুনও দিবেআবার অস্বীকারও করবে
Negative,ধিক্কার জানাই হাসিনাকে যে সরকার মানুষ কে মানুষ মনে করে না আর যাই হোক সে মানুষ নয় ফেরাউন এক উত্তরসূরি
Negative,পুলিশের কথা বিশ্বাসযোগ্য করা যায় না এরা সত্যকে মিথ্যা আর মিথ্যাকে সত্য বানায় পুলিশের মত মিথ্যে কথা আর কেউ বলতে আমি বিশ্বাস করতে পারি না
Negative,চরম ঘৃনানিন্দাক্ষোভ লজ্জা এসব পুলিশ সদস্যদের প্রতিকুকুরের মতো পিটিয়ে মারা উচিত এসব পুলিশকেছিঃ ছিঃ ছিঃ
Negative,এরা বাংলাদেশের পুলিশ নয় এরা হচ্ছে আওয়ামী পুলিশলীগতাই যত আকাম কুকাম আছে সবই এদের ধারা সম্ভব
Negative,বর্তমান বিশ্বে ভারত ছাড়া বাংলাদেশের আর কোনো শত্রু নেই কাপুরুষ চোর তস্কর রাষ্ট্র ভারত হচ্ছে বাংলাদেশের এক মাত্র শত্রু রাষ্ট্র
Negative,বাংলার প্রধান শত্রু রেন্ডিয়া
Negative,ভারত যে পানি নিয়ে রাজনীতি করে তার প্রমাণ এই প্রতিবেদনটা
Negative,ভারতের সঙ্গে আমরা বন্ধুত্ত চাইনা
Negative,দেশ বিক্রির প্রথম চুক্তি
Negative,নগ্ন ইতিহাস
Negative,এরকম ফালতু সংলাপ আগেও হয়েছিল
Negative,প্রতিদিন সীমান্তে লাশ আর ভারতের মদদে জারজ একটা সরকারএর চাইতে বড় পাওয়া কি আর চাই
Negative,আমরা কি আসলেই মীরজাফর নিমকহারামের জাত
Negative,বাংলাদেশ পেয়েছে সিমান্তে নিরিহ মানুষ হত্যা বাংলাদেশ পেয়েছে ফারাক্কার পানিতে মানুষ সৃষ্ট দুর্য়োগ বাংলাদেশ পেয়েছে রামপাল বিদ্যুৎ প্রকল্প বাংলাদেশ পেয়েছে তাসকিন আশরাফুলের নিষেধাজ্ঞা
Negative,এরা নিজের স্বার্থে দেশকে ভারতের হাতে তুলে দিতেও দ্বিধাবোধ করবে না
Negative,শুধু লজ্জা লাগেস্বাধীন হয়েও আজও পর্যন্ত স্বাধীনতা ভোগ করতে পারলাম না
Negative,তবু বাংলাদেশ সরকার ঐ ভারত সরকারের অমসৃণ গালটা লেহন করেই চলছেযে গালে উচিৎ ছিল কষে একটা থাপ্পড় মারার
Negative,বছরে বাংলাদেশ পেয়েছে ঘোড়ার ডিম
Negative,ইন্ডিয়া এমন একটি দেশ যারা শুধু নিজেদের স্বার্থকেই বড় করে দেখে
Negative,রেন্ডিদের কাছ থাইকা আজও আমরা কিছু পাইনি আর পাবো বলে মনে হয় না
Negative,ঘোড়ার ডিম
Negative,ঘোড়ার ডিম পেয়েছে
Negative,কচু দিবে ইন্ডিয়া
Negative,দালালদের কাছে কি পেতে পারে জাতি
Negative,ওরা নিতে জানেদেওয়ার বেলায় কৃপণ
Negative,কিছু পায়নি আর কখনো পাওয়ার সম্ভাবনাও নাই
Negative,পেয়েছে বডারে মানুষ হত্যা
Negative,ঘোড়ার ডিম পেয়েছে কেবল হতাশা আর মিথ্যা প্রবঞ্চনা
Negative,কঁচু পাইছে
Negative,পানির পরিবর্তে লাশ আর লাশ
Negative,শূন্য
Negative,বাঁশ খেয়েছে পানি পায়নি
Negative,অশ্ব ডিম্ব
Negative,কিছুইনা শুধু প্রতারণা ও বঞ্চনা
Negative,বাল পাইছে
Negative,বছর বছর বন্যা আর সিমান্তে বাংলাদেশি হত্যা পাইছে
Negative,বিশাল বড় একটা ঘোড়ার ডিম
Negative,অসংখ্য লাশ
Negative,বন্যা খরা আর ধ্বংস…
Negative,ইয়াহুদি বা খ্রিষ্টান সম্প্রদায় ইসলামের নামে যা কিছুই করুক না কেন সেটা মুসলমানদের জন্য ক্যান্সারের চেয়ে ও ভয়াবহ
Negative,কুকুরের বাচ্চারাইসলাম তো আর এত সোজা নয় রে বিবিসি
Negative,নাফরমানের বাচ্চারা ইসলাম কোনো কার্টুন নয়
Negative,নরক আর দেখতে হবেনা
Negative,নিকৃষ্ট এবং নৃশংষতার আরেকটি চিত্র
Negative,আল্লার গজব
Negative,এর জন্য কাকে দায়ী করব প্রশাসনকে না বেয়াদব শয়তানদের শিশুদের উপর হামলা দিন দিন বেড়েই চলেছে
Negative,এমনিতে শয়তানের কোনো জাত নাইতবে মুসলিমদের মধ‍্যে নৃসংস ভাবটা বেশি
Negative,আমাদের দেশে জুলুম কারির সংখ্যা খুব বেশি এদের খুজে বের করে আইনি সাজা দাওয়া দরকার
Negative,না না এটা ভুয়া খবর
Negative,এদের কে মেরে ফেলা ঊচিত কারন এরা অনেক গুলি জীবন কেড়ে নিয়েছে
Negative,চিন্তার কিছুই নাই যুক্তরাষ্টের সহায়তায় আইএস আবার পালমিয়া দখল করতে সক্ষম হবে
Negative,মর কুত্তার বাচ্চারা
Negative,কিছু মানব চেহারাধারী কুলাঙ্গার মানুষের মৃত্যুতে হাসে এদের মানুষ বললে লজ্জা করে
Negative,সবসময় যারা মুসলিমদের ক্ষতি চাই তাদের মৃত্যু এরকমি হওয়া উচিত
Negative,আল্লাহ্‌র গজব পরসে
Negative,মানুষের মৃত্যুতে যারা হাসে তারা যে কোন ধরনের জানোয়ার
Negative,এইটা আমেরিকার ষড়যন্ত্র
Negative,সবই হয়াহুদীখৃষ্টানদের চক্রান্ত
Negative,নকল
Negative,যারা বোমা মেরে মানুষ হত্যা করে তারা মানুষ নামের অমানুষ
Negative,এত সুন্দর শহরে এ ধরণের নিষ্ঠুরতা
Negative,ইসলামের শত্রুদের কাজ
Negative,শয়তানের শিং সোউদ বংশের পতন এখন সময়ের ব্যাপার মাত্র ধর্মের নামে ভন্ডামির দিন শেষ হতে চলেছে
Negative,চোরে চোরে মাসতুতো ভাই
Negative,চোরের উপর বাটপারি আরকি
Negative,যত সব ফালতু খবর
Negative,সৌদিআরব একটা মুনাফিক রাস্ট্র
Negative,সৌদি আরব মিয়ানমারের রোহিঙ্গা মুসলমানদের অবস্থা নিয়ে টুশব্দ করছে না এরা ব্যস্ত আছে ইয়েমেনের মুসলমানদের হত্যা করায়
Negative,সারাবিশ্বে মুসলিমরা যখন একটা বিপদের মুখে সৌদি আরব সেখানে ফুর্তিতে ব্যাস্ত
Negative,পৃথিবীর সবচেয়ে জঘন্য রাষ্ট্র সৌদি ওখানকার মানুষ কখনই মানুষ নই সালারা কুত্তা
Negative,বন্ধ হোক ওয়েবসাইট
Negative,নগ্নতা ও অশ্রীলতা যুব সমাজে ধ্বংসের দিকে ধাবিত করবে
Negative,চরম বিচার হওয়া উচিত জড়িতোদের
Negative,যেই সব হারা‌মিরা এই জগন্য কাজ ক‌রে‌ছে তা‌দের‌কে বিচা‌রের আওতায় এনে দৃষ্টান্তমূলক শা‌স্তি দেওয়া হউক
Negative,সকলের ভাষায় আমি ফইন্নি নম্বর ফইন্নি বাংলাদেশে চটুল গানের শ্রোতা বেশি এই গানের এতো লাইক দেখে তা আবার প্রমানিত আর চটুল গানের শ্রোতারা কি হয় তা পুনরাবৃত্তি করা নিষ্প্রয়োজন গানটা যতই ভাল হোক আমি দিলাম লিরিক খুব ভাল কিন্তু গায়কি ভাল না কিছুটা কলকাতা স্টাইল থেকে ধার করা ভুয়া গান
Negative,এই গানে ইউটিউবের আনলাইক বাটন দেওয়ার কি প্রয়োজন ছিলো শুধুই কি কুরুচিপূর্ণ মানুষদের জন্য
Negative,এগানটা পছন্দ করেনাই দিছে এই বলদের বাচ্চারা গুলি কৈরা মারা দরকার
Negative,আপনার গানের ব্যাপারে কোন আইডিয়া আছে বলে তো মনে হয়না ﻿
Negative,আমরা যারা সিলিন্ডার ব্যাবহার করি সে তুলনায় লাইনের গ্যাসের দাম কম তবে সরকারের উচিৎ সিলিন্ডারের দাম কমিয়ে এতে উৎসাহিত করাপৃথিবীর কোন দেশে এত গ্যাস অপচয় এবং চুরি হয়না যেটা আমার দেশে হয়
Negative,এই সরকার কি দেশের নিম্ন আয়ের মানুষদের বাঁচতে দিবে না সারাদিনে গ্যাসের একফোঁটা চাপ নেইরান্নাবান্নারর খবর নেইঅথচ অযৌক্তিকভাবে আবার গ্যাসের দাম বাড়ানো হচ্ছেদেশে আসলে হচ্ছেটা কি
Negative,আগে কারেন্ট মাঝে মাঝে আসতো এখন গ্যাস ও মাঝে মাঝে আসে দাম বাড়ান ঠিক আছে কিন্তু সাপ্লাই দিয়া দাম বাড়ান তাহলে আফসুস থাকবে না
Negative,কতগুলা অবলা প্রানী মারলো মানুষরূপী জানোয়ার গুলা আল্লাহ্‌ যাতে কঠিন সাজা দেয় জানোয়ারটারে
Negative,বাঙ্গালি আর ভাল হলো না এরা অধমের থেকেও জঘন্য যারা এসব কাজ করে
Negative,মানুষ যে অটো খারাপ হতে পারে এসব না দেখলে বুঝা যায়না
Negative,নিষ্পাপ জীবের খুনি এরা যারা এ কাজ করেছে
Negative,বেকার এই তিন যুবকের স্বনির্ভর হবার স্বপ্ন যারা ভেঙ্গে দিয়েছে প্রশাসনের উচিত দোষী কুলাঙ্গারদের খুঁজে বের করে আইনের আওতায় এনে সাজা প্রদান করা দেশে এধরনের ঘটনা প্রায়ই দেখা যায় বিষ প্রয়োগ করে মাছ মারা হাস মারা বাগান করলে গাছ কেটে ফেলা শত্রুতা করে এর জন্য কঠোর আইন হওয়া প্রয়োজন
Negative,যুবকরা কি জাতীয় শত্রু নাকি
Negative,চরম খারাপ
Negative,যারা করেছে তাদের মৃত্যু ও এভাবে হবে
Negative,ওরা মানুষ নয় জানোওয়ার ওদের ফাঁসি হোক
Negative,ওরা জানোয়ার
Negative,মৃত্যুদন্ড হতে হবে
Negative,কারিনার ছেলে হয়েছে আর বাংলাদেশের মিডিয়া এভারেষ্ট জয়ের আনন্দ উপভোগ করতেছেশুধু প্রথম আলো নাপ্রত্যেকটা চ্যানেলনিউজ পেপার সেটাকে ঘটা করে প্রচার করতেছেউনি কি প্রথম নারী যিনি মা হয়েছেনআজব দেশ আজব সব মিডিয়া
Negative,ব্যাপারটা এমন যে মা ও বাচ্চা দুজনের রক্তের রঙই লাল তার মাসি আর মামার রক্তও লাল কি উদ্ভট সব খবর কয়েকদিন পর দেখা যাবে বাচ্চার পায়খানা কষা হয়ে গেলে সে খবরও ছাপবে
Negative,ছেলে হয়েছে কারিনারআর মামা হয়েছেন যেন প্রথমআলো ভাবটা এমনই দেখা যাচ্ছে
Negative,এটা নিয়ে এতো খুশি হওয়ার কি আছে দুনিয়ার উপর কোনো এছানতো করে নাই বলতে আরেকটা শয়তানের জন্ম হইছে
Negative,ভাই আপনাদের লজ্জা করেনা মানুষ আপনাদের গালা গালী করে আবাল মারকা নিউজ প্রচারের জন্য তারপরেও কেন বিরত থাকেননা আপনেরা
Negative,এখন কি কারিনা খাল্মমারমুখে মুতে দিমু না বসে বসে বাল ফালামোবালের একটা নিউজ নিয়া তদের এতো মাথা বেথানিজ দেশের খবর নাই পরের দেশের নায়িকারে লইয়া এতো নাচানাচিবলদ কোথাকারপুড়াইত ফরমালিন মার্কা নিউজ
Negative,গাজা কি কাওরান বাজার চাষ হয় নাকি তা না হলে সারা দিন এমন নিউজ কেমনে লিখে এরা ভাই খাওয়ার পর ঘুমাই জান নিউজ লেখার দরকার নেই
Negative,বচ্চা হইছে এটা নিয়ে তোলপার আর এদিকে মারমায় রহিঙ্গা মারতে ছে এটার কোন খবর নাই
Negative,আমার মতে এক দল ঢুলী বাদক নিয়ে সারা দেশে ঢোল পিটিয়ে সবাইকে জানানো উচিত ছিল
Negative,এখন কি করতে হবে সেটা বলতোদের মত আবালমার্কাদের কে রিপোর্টারের পদ দিয়েছে
Negative,বিনোদনখেলাধূলাসম্পাদকীয় সহ সকল পাতায় যারা শুধু রোহিঙ্গাদের খবর দেখতে চায় তাদেরকে প্রথম আলো ট্রাস্টের সহায়তায় মায়ানমার পাঠাঁনো হোক এসব ছাগলের ব্যা ব্যা আর সহ্য হয় না
Negative,প্রথম আলো সংবাদটা করে কি দোষ করেছে কারিনা যদি এখন বাংলাদেশে আসতে যারা এখন সংবাদটির সমালোচনা করছে তারাই আবার কারিনাকে দেখার জন্য নৃত্য করতে করতে শরীরের কাপড় ফেলে দিতরংবাজিরও একটা সীমা থাকা দরকারপ্রথম আলো ভালো না লাগলে ডিসলাইক দিয়ে দূর হয়ে যাও
Negative,আমাদের দেশের মিডিয়াগুলো তুমি জন্ম হওয়াতে যেমনে যা শুরু করছে তাগো ছাগলামি দেখি তোমার জন্য অজস্র দোয়া রইলোবড় হয়ে তুমি বড় ধরনের একটা লুচ্চা হও
Negative,বাচ্চা টা দেখতে সাহিদ কাপুরের মতন লাগের ডাল মে কুচ কালা হে
Negative,এমন আশ্চর্য ঘটনা কিভাবে ঘটল জীবন আমার ধন্য হইছে শুনেবাল
Negative,আমার ছাগল ও ছাগলের মার জন্ম হয়েছে একই ডাক্তার এর হাতে
Negative,এখন ভারত অষ্ট্রেলিয়া আর ইংল্যান্ডের উচিত মোস্তাফিজকে একটা বাঁশ দেয়া
Negative,সাকিব বাংলাদেশর সর্বকালের সেরা ক্রিকেটার যেসব আবাল ও পাগল ছাগল সাকিব কে পছন্দ করো না তাদের লজ্জা থাকলে সাকিবের পেইজ থেকে বের হচ্ছে না কেনো
Negative,তৈমুর লং মুসলিম ছিলেন বলে এতো কথাযদি নামটা রামচোদ বা বানচোদ রাখা হতো তবে কনো কথা হতো নাজেনে রাখো তোমরা প্রথিবী তে আরো হাজার তৈমুর লং আসবে জালেমদের ঘুম হারাম করার জান্য
Negative,বিডিতে হাজার হাজার জাফর জিন্নাহ্ আছে কে বলছে রাখা হয়না হেদুরা আসলেই রাম ছাগল সিবাজি তো বাংলার কষ্টের নাম ছিলো এখন হেদুদের জাতীয় বীর কি করে মানিস এগুলা
Negative,শুয়রের বাচ্ছা তোরা এই জন্যই তোদের নবীর নামটা হিন্দুরা সম্মানের সাথেই নেই এটাই পার্থক্য তোদের সাথে আশাদের শয়রের বাচ্ছরা
Negative,ভারতীয়দের নোংরামির কোনো শেষ নাই প্রতিদিন সকালে কোটি হিন্দুস্তানী পায়খানা করে রাস্তাঘাট মাঠ নষ্ট করে যাচ্ছে আবার বিমান থেকেও ফেলছে গু মুত তাও পড়ছে মানুষের মাথায় বাসা বাড়িতে হায়রে হিন্দুস্তান আকামের কিছু বাকী রাখলি না আর লজ্জা
Negative,সাইফকারিনার দুধের শিশুকে নিয়ে বিতর্কের ঝড়বিবিসি আগামীকালের বিবিসির হেডলাইনসাইফকারিনার দুধের শিশুকে কিসের দুধ খাওয়াবে সে নিয়ে বিতর্কের ঝড়
Negative,এতে আপনার সমস্যা কোথায়
Negative,সমস্যা হওয়ার কথা নগ্নদের
Negative,তৈমুর শুধু হিন্দুদের জন্য আতংকের নাম আর মুসলিমদের জন্য আশীর্বাদক
Negative,হাজার হাজার মুসলমানের রক্তে যার হাত রঞ্জিত সেই দাঙ্গাবাজ সন্ত্রাসি গুগলের তালিকায় যে শীর্ষ সন্ত্রাসী হিসাবে স্থান পায় সেই মুদি যদি ভারতের প্রধানমন্ত্রী হতে পারে সেখানে এ ধরণের প্রশ্ন তোলে যারা তারা যে সন্ত্রাশী তাতে কোন সন্দেহ নেই
Negative,ইদানীং বিবিসি বাংলার নিউজ আর ফুটপাতে বিক্রি করা যৌন সুড়সুড়ি নিউজ দুটোই যেন এক কাটতি ভালো হলেই যেন সার্থক শালারা আসলেই লোভী
Negative,দুনিয়ার সব চোরডাকাতজঙ্গির নামই কি মুসলিম
Negative,তৈয়মুর লং একদিনে লক্ষ হাজার মানুষ খুন করেছিল ধর্ষন কত করেছিল তার কোন ইয়ত্তা নেই তিনি তার জীবনিতে বলে গেছেন এটা ছিল জিহাদ কারিনাও তার পেটে জিহাদির দ্বারা জিহাদি জন্ম দিলেন এটাই ভারতের জন্য মিরাকল
Negative,মালুরা আর কিছু পাছনা এখন সাইফ আলী খানের ছেলের নাম নিয়েও মাথামাতি শুরু করলিআসলে তদের জাতেরই দোষ
Negative,গবেষনার বিষয় কারণ বিবিসি যেটা বিতর্কিত বা খারাপ বলবে আমি সিওর সেটা ভাল জিনিস
Negative,নাম নিয়ে এত ঝামেলা এবার বুঝি তৈমুর লং আর আমরা মন্তব্যকারী চেঙ্গিস খানের মাঝে যুদ্ধ লেগে গেল
Negative,ভারতীয়রা চিরকালই এক কুসংস্কারাপন্ন জাতি রয়ে গেলো আসলেই এই মুর্খ অজ্ঞ অন্ধ আর কুসংস্কারাপন্ন জাতিটি কখনো কী পরিবর্তন হবে কিনা বোঝা যায় না এদের এই অজ্ঞতা আর কুসংস্কার দ্বারা এর আশেপাশের অঞ্চলের মানুষও প্রভাবিত এবং ক্ষতিগ্রস্ত হয়
Negative,মিডিয়া ও পাগল হইয়ে গেছে যতসব পালতু খবর নিয়ে আশে খেইয়ে কাম নাই তদের কার ঘরে কি হল কি নাম রাখল এটাই বোঝি তদের খবর
Negative,এক একটা জারজকে ধরে পুরু লিংগটাই কেটে ফেলা দরকার শালা এক একটা এত হারামি যে মানবতা বলতে কিছুই নাই এর একমাত্র কারন ছোটবেলাথেকেই বিষ ডোকানো আছে
Negative,নাম তৈমুর দিকলাদেন দিকআল বাগদাদি দিকহাফিজ সইদ দিক কিন্তু নিরিহ ভারতীয় নাগরিকের ক্ষতির চেষ্টা বুরান ওয়ানির নামটাও মনে রাখুকফল একই হবে
Negative,নামটা মুসলমান নাম কেন রাখছে এই টাই সবার চুলকানী যদি মালাউন গো নাম রাখতো তবে কোনো কথাই উঠত না
Negative,মুসলিমদের প্রতিটা নাম যমের মতো ভয় করে হিন্দুরাএটা সাইফ কারিনার ছেলে বলে কথা নয় অনেক আগে থেকে এই ভীতিটা বিধর্মীদের মাঝে আছে
Negative,এটা ভারতীয়দের বাড়াবাড়িবিশেষ করে এসব ঠুনকো বিষয় নিয়ে উগ্র হিন্দুদের উস্কানিমুলক কর্মকান্ডই এ উপমহাদেশে শান্তি বিঘ্নিত করছে
Negative,ফালতু মানষিকতা সব জায়গাতেই দেশপ্রেম ধর্ম ঢুকানো ঠিক না
Negative,বিতর্কটা তৈমুর নিয়ে নয় মুসলিম নাম রাখাতে ক্ষেপেছে উগ্র হিন্দুরা
Negative,রাস্তার কুত্তাদের কামড়াকামড়ি দেখে ভালোই লাগছে হাসি পাচ্ছে অনেক
Negative,কারিনা সাইফের ইতিহাস টা সবাই জাননু দুটোই জারজ
Negative,ঠিক তো তৈমুর তো ছিলো এক খুনি
Negative,হায়রে মানুষ একটা নাম নিয়ে এত মন্তব্য তোরা মানুষ না জানোয়ার
Negative,এতেই বোঝা ভারতের খেয়েদেয়েও মুসলিমরা ভারতের সাথে বেইমানিই করতে ভাল পারে
Negative,নামে কি আসে যায় যেখানে ধর্ম অবহেলিত সেখানে জাতি তো তুচ্ছ ব্যাপার মাত্র
Negative,সন্ত্রাসী মদির নামে নামকরণ করা হোক
Negative,প্রশ্ন লুন্ঠনকারীর নাম হওয়ার জন্য উঠেনি উঠেছে মুসলমানের নাম হওয়ার জন্য
Negative,বাল ফালানো নিউজ
Negative,কুকুরের বাচ্চা কুকুরই হয়
Negative,আর নাম খুঁজে পায় না
Negative,ভারতে এই নিয়ে কিছুই হয় নিযত ভেজালের মুল বাংলাদেশি মিডিয়া গুলো
Negative,দুধের বাচ্চা তৈমুরকেই তারা এত ভয় পাচ্ছে
Negative,ভারতীয়রা পাগল
Negative,গাজার ব্যাবসা খুব ভাল চলতাছে ইহা গাজা খাওয়ার পর ই লিখা যায় আই থিংক
Negative,পতিতার সন্তানের নাম জাই হোক তাতে কি প্রয়োজন
Negative,ভারতে তাহলে মুদি নামও রাখা যাবেনা কারন গুজরাট হামলায় প্রধান খুনি মুদী
Negative,উঠতেই পারে লাদেন নামটা আরো ভালোছিলো ওটা দিতে পারতো শান্তির প্রচারটাউ হতো
Negative,আবাল নিউজ
Negative,হালার বুদ্ধি হাটুর নিচে মেয়ের বয়সী একটারে করছে বিয়ে
Negative,হিন্দুদের অহংকারটা একটু বেশি
Negative,ইন্ডিয়ানদের কোন কাজ আছে নাকি ফালতু জিনিস নিয়া হাউকাউ
Negative,হিন্দু মানেই খানকি
Negative,তোর এত জ্বলে ক্যারেএখন সময় আছে এসব ছেড়ে ভাল নিউজ দে
Negative,মুসলিম ইতিহাস ও ঐতিহ্যে যতসব চুলকানি
Negative,দালাল বিবিসি বাংলা ভারতের উগ্র হিন্দুদের ভাষাতে খবর প্রচার করছে
Negative,মুসল‌িম নাম হল‌েই যত জ্বালাপ‌োড়া
Negative,মালুদের কারবার দেখলে হাসি পায়
Negative,কীরেকমলেসতুইপাগলনেকীলাতিখাবীআজেবাজেকথাবলবীনাধমনিযে
Negative,ছাগল পাগলের দল সব এসে কমেন্ট বাস্কে কি নিয়ে যে তর্ক করে
Negative,আরকোনকাজনেইমিডিযাবিবিসিসবপাগল
Negative,এই বলি বেশ্যাদের নিয়ে মাতামাতি একদম সহ্য হয়না সিট
Negative,গরুর মুএ খোররা বিতর্ক ছাড়া আর কি করতে পারে
Negative,বেশ্যার ছেলে হলে ঝড় না হয়ে পারে
Negative,তৈমুর হোক বা খৈমুরকিছু এসে যায় না
Negative,নামে কি আসে যায় আজিব সব পাবলিক
Negative,আধুনিক যুগে পুরোনো নাম ছিঃ
Negative,ভারতে পাগল সালা ছোট বাচ্ছা নাম নিয়ে পাগলামো করতেছে
Negative,ওরা সব গাধার বচ্চা নামে কি আসে যায়
Negative,হিন্দু ধর্ম টাই কুসংসারে ভরা
Negative,কারিনার মাথা চাই
Negative,হিংসা নয় আতংক ন্যাকার দল
Negative,আমাদেরকে কি আপনাদের জ্ঞাতিভাই মিয়ানমারের মতো পাইছেন যে নির্বিচারে মানুষের উপর প্রহার করবোকথার জবাব কথা দিয়েই
Negative,আসলে তোরা মালুরা সত্যিই অভিশপ্ত বেইমানি বিশ্বাসঘাতকতা নোংরামি সন্ত্রাসী জংলিপনা তোদের রক্তের সাথে মিশে আঁছে মুসলিমরা যদি তোদের মত হত তাহলে তোদের কোন অস্তিত্ব থাকত না এত অপরাধ করার পরে ও আরবরা তোদের দেশ থেকে শ্রমিক নেয় অন্তত মানুষ না হতে পারিস অন্তত কুকুর হ কারন কোনদিন বেইমানি করেনা তার মনিবের সাথে বাট তোরা করিস
Negative,আমরা একাত্তরে পাকিদের গলাধাক্কা দিয়ে বের করে দিয়েছিআপনাদের মতো মিয়ানমারের অমানবিকতার সাপোর্ট করি না
Negative,কারা গরুর সন্তান সেটা বেশ বোঝা যাচ্ছে আর গরুর সন্তানেরাই কিন্তু বলদ এটাও সবাই জানে
Negative,পৃথিবীর সবাই জেনে যাচ্ছে মুসলিম মানে সন্ত্রাসবাদী
Negative,রাস্তা দিয়ে যেতে যেতে কে সবচেয়ে নিকৃষ্ট মানুষ এই বিষয়ে প্রতিযোগিতা করার সিদ্ধান্ত নিলো তিন পুরুষ
Negative,পশ্চিমাদের সভ্যতার নোংরামো আর ঢেকে রইলনাতাদের সভ্যতায় মানুষের চেয়ে কুকুরের কদর বেশি
Negative,কিছু অল্প শিক্ষিত কুশিক্ষিত মুসলিম নামধারী মানুষের জন্য গোটা জাতিবক অপমান করা হচ্ছে গোটা জাতি আজ হুমকির মুখে মূলত পশ্চিমা বিশ্বের মিথ্যা প্রচারনা প্রতিবেশী দেশের বৈরী আচরন সর্বোপরি মুসলমানদের ইসলাম থেকে সরে আসা ও নিজেদের মধ্যে ঐক্যহীনতা এসবই মুসলিম লাঞ্চনার অন্যতম কারন ইসলামের শিক্ষাকে অনুসরন করে একে অপরের দুর্গতিলাঘবে এগিয়ে আসতে হবে মুসলমানদেরকে আবার জ্ঞানমুখী ও বিজ্ঞানমুখী হতে হবে মুসলমানরা কখনো ছাত্র ছিলনা তারা ছিল শিক্ষক কবে মুসলমানরা মূলের দিকে ফিরে যাবে
Negative,এটা কোন ব্যাপার না লোকটির আরবি বলার দরকার টা কী আরবি ভাষাভাষীদের বাকস্বাধীনতা থাকতে নেই মানবাধিকার সংস্থা গুলো লেপ মুড়ি দিয়ে ঘুমাক
Negative,এই খ্রিষ্টান উগ্রপন্থীরা হলো সবচেয়ে বড় জঙ্গি এরা সারা পৃথিবীতে সন্ত্রাস করছে ও লাখ লাখ মানুষ মারছেইরাকে সাদ্দাম হোসেনলিবিয়ায় গাদ্দাফীকে হত্যা করেছে এই পশ্চিমা সন্ত্রাসী খ্রিষ্টানরাঅামেরিকা হলো সন্ত্রাস ও জঙ্গিবাদীদের গডফাদার
Negative,এর আগেও ডেল্টা এমন একাধিক ঘটনা ঘটিয়েছে আমেরিকাতে তাদের বিবৃতিও প্রস্তুত থাকে আমরা যাত্রীদের প্রতি শ্রদ্ধাশীল তবে শুধু মুসলমানদের ক্ষেত্রেই এমনটি ঘটে মুসলমানদের উচিৎ ডেল্টা এয়ারলাইনস বর্জন করা
Negative,নিশ্চয় আল্লাহর কছে মনোনীত ধর্ম হচ্ছে ইসলাম আলকোরআন অতএব ইসলাম বিদ্ধেশী শক্তি ইহুদী নাসারা সবার জন্য কঠিন মুহুর্ত অপেক্ষা করছে
Negative,এখন মন চাইতেসে এমন যদি কাছে কোন বিলেতি সাদা কুত্তা পাইতাম তাহলে ইচ্ছে মত জুতা দিয়ে পিটিয়ে মারতাম
Negative,বর্ণবাদজাতিবাদ ধর্মবাদ সব বিষয়ে আমরা সোচ্চার মুসলমানদের বিষয় যাই হোক না কেন আমরা চুপবাদ নীতি অবলম্বন করি
